order_id,user_id,order_dow,order_hour_of_day,days_since_prior_order,product_id,product_name,department,aisle,add_to_cart_order,reordered
1611,11,1,0,23,223,Pasta,Pantry,Dry Goods,5,0
1680,29,2,13,3,219,Tomatoes,Produce,Vegetables,7,0
1357,26,0,21,19,102,Cheddar Cheese,Dairy,Cheese,8,1
1287,12,3,7,20,201,Brown Bread,Bakery,Bread,1,1
1739,140,4,6,21,286,Brown Bread,Bakery,Bread,10,0
1495,27,3,16,7,272,Eggs,Dairy,Eggs,9,0
1555,141,6,1,29,177,Brown Bread,Bakery,Bread,10,1
1456,37,3,16,17,125,Orange Juice,Beverages,Juice,9,1
1946,128,4,6,4,278,Whole Milk,Dairy,Milk,6,1
1179,97,4,19,9,166,Potato Chips,Snacks,Chips,8,1
1325,111,1,10,30,192,Eggs,Dairy,Eggs,2,0
1406,52,2,11,22,274,Butter,Dairy,Butter,2,0
1244,20,6,8,5,137,Tomatoes,Produce,Vegetables,4,0
1670,21,5,9,8,265,Onions,Produce,Vegetables,7,1
1636,125,2,2,5,299,Orange Juice,Beverages,Juice,5,1
1415,62,1,23,24,122,Onions,Produce,Vegetables,4,1
1755,33,2,0,22,178,Tomatoes,Produce,Vegetables,4,1
1501,122,2,21,10,266,Brown Bread,Bakery,Bread,2,1
1981,49,6,2,9,235,Potato Chips,Snacks,Chips,1,0
1569,47,1,19,22,284,Butter,Dairy,Butter,9,1
1771,121,3,20,26,160,Apples,Produce,Fresh Fruits,6,1
1339,98,0,14,16,268,Cheddar Cheese,Dairy,Cheese,2,1
1673,127,4,17,29,119,Potato Chips,Snacks,Chips,6,1
1347,112,6,7,13,142,Potato Chips,Snacks,Chips,9,1
1151,67,0,12,3,265,Banana,Produce,Fresh Fruits,2,0
1149,7,3,16,20,259,Organic Avocado,Produce,Fresh Fruits,3,1
1288,85,6,13,18,219,Cheddar Cheese,Dairy,Cheese,8,1
1807,64,6,4,24,117,Butter,Dairy,Butter,2,0
1392,100,6,13,12,236,Tomatoes,Produce,Vegetables,4,1
1897,15,5,11,28,286,Banana,Produce,Fresh Fruits,1,1
1059,25,2,5,16,135,Cheddar Cheese,Dairy,Cheese,5,0
1709,48,5,1,26,224,Tomatoes,Produce,Vegetables,7,1
1060,33,3,10,5,122,Cheddar Cheese,Dairy,Cheese,9,1
1313,2,4,3,26,162,Cheddar Cheese,Dairy,Cheese,10,0
1708,1,0,1,20,269,Butter,Dairy,Butter,10,1
1330,79,0,20,5,152,Banana,Produce,Fresh Fruits,4,1
1426,13,1,9,6,157,Banana,Produce,Fresh Fruits,7,0
1159,40,3,13,3,238,Tomatoes,Produce,Vegetables,8,0
1054,123,4,10,14,259,Pasta,Pantry,Dry Goods,7,1
1039,67,2,5,14,133,Eggs,Dairy,Eggs,10,1
1860,88,5,12,5,100,Potato Chips,Snacks,Chips,3,1
1796,92,3,12,19,141,Greek Yogurt,Dairy,Yogurt,7,0
1588,148,1,16,25,101,Eggs,Dairy,Eggs,9,1
1479,79,3,4,6,260,Butter,Dairy,Butter,5,1
1419,21,4,16,17,211,Potato Chips,Snacks,Chips,6,1
1914,142,5,9,8,268,Eggs,Dairy,Eggs,10,0
1739,77,5,8,19,112,Chicken Breast,Meat,Poultry,9,0
1203,150,0,9,20,268,Apples,Produce,Fresh Fruits,9,1
1715,49,0,11,6,173,Pasta,Pantry,Dry Goods,1,0
1153,138,2,12,11,138,Whole Milk,Dairy,Milk,1,1
1801,25,6,23,23,165,Chicken Breast,Meat,Poultry,1,0
1063,10,2,14,23,135,Tomatoes,Produce,Vegetables,4,0
1553,119,3,15,12,208,Pasta,Pantry,Dry Goods,10,1
1537,98,4,0,3,237,Orange Juice,Beverages,Juice,3,0
1223,61,4,13,25,213,Apples,Produce,Fresh Fruits,9,1
1375,118,3,19,17,104,Chicken Breast,Meat,Poultry,1,1
1900,130,0,11,13,237,Onions,Produce,Vegetables,10,1
1779,20,4,20,8,190,Chicken Breast,Meat,Poultry,1,1
1897,30,1,4,27,279,Butter,Dairy,Butter,2,0
1835,6,0,10,4,115,Chicken Breast,Meat,Poultry,1,0
1332,56,3,2,5,169,Potato Chips,Snacks,Chips,1,1
1068,95,3,9,22,153,Brown Bread,Bakery,Bread,7,0
1205,73,3,23,24,206,Tomatoes,Produce,Vegetables,3,1
1102,116,2,13,13,190,Chicken Breast,Meat,Poultry,10,0
1910,67,0,2,15,219,Whole Milk,Dairy,Milk,8,1
1844,139,4,16,27,201,Organic Avocado,Produce,Fresh Fruits,8,0
1651,1,4,12,11,224,Potato Chips,Snacks,Chips,6,0
1289,142,6,9,15,223,Butter,Dairy,Butter,3,1
1013,76,6,8,11,134,Orange Juice,Beverages,Juice,4,0
1215,38,4,14,25,164,Eggs,Dairy,Eggs,7,0
1627,70,3,23,4,140,Butter,Dairy,Butter,3,0
1617,127,2,1,23,169,Onions,Produce,Vegetables,4,0
1074,136,0,8,10,130,Tomatoes,Produce,Vegetables,4,1
1939,31,1,23,9,209,Butter,Dairy,Butter,4,1
1408,9,2,8,25,156,Organic Avocado,Produce,Fresh Fruits,7,0
1948,85,0,16,17,247,Potato Chips,Snacks,Chips,3,0
1047,19,5,6,26,103,Pasta,Pantry,Dry Goods,3,0
1140,107,0,3,27,214,Tomatoes,Produce,Vegetables,5,1
1628,119,6,17,22,149,Apples,Produce,Fresh Fruits,4,1
1000,87,0,5,10,164,Butter,Dairy,Butter,3,0
1745,106,6,9,16,280,Onions,Produce,Vegetables,6,0
1663,104,5,14,21,259,Organic Avocado,Produce,Fresh Fruits,5,1
1740,79,3,12,21,157,Orange Juice,Beverages,Juice,6,1
1407,145,6,12,10,276,Banana,Produce,Fresh Fruits,5,1
1378,145,6,22,25,268,Pasta,Pantry,Dry Goods,5,1
1574,27,1,16,14,224,Potato Chips,Snacks,Chips,7,0
1127,69,3,11,15,176,Pasta,Pantry,Dry Goods,7,0
1272,25,6,13,18,193,Eggs,Dairy,Eggs,10,0
1127,3,0,1,27,140,Orange Juice,Beverages,Juice,4,0
